Date,AXP,VZ,BA,BMY,KO,CL,DIS,DOW,FDX,DD,F,GD,GE,HAL,IBM,JNJ,MCD,MRK,MMM,PEP,RTN,SLB,SO,TXN,UIS,OMX,KODK,NSM.2,ATI,ROK,GM,AIG,UTX,RSHCQ,BDK,CSC,LB,IP,BAC2,BHI,KHC,WMB,BAX,HPQ,NSC,CI,BRK3,ARNC,AVP,AEP,ETR,CZR,INTC,HIG,HCA,ORCL,CSCO,BAC,MSFT,PG,CPB,C,WFC,LU,HD,AMGN,HON,HSH,MS,EMC,TWX,EXC,JPM,PFE,CBS,TYC,AES,MEDI,IHRT,LEHMQ,EP,USB,T,MO,MDT,GS,ALL,DVMT,CMCSA,TGT,S,CAT,XOM,WMT,WY,XRX,ABT,CVX,UPS,BUD.2
2011-07-01,0.7400432872097065,0.8885944242019607,0.6057377312408706,0.7450728484851782,0.8211587796292888,0.7649853294537763,0.7622278293503773,,0.7723556993498238,,0.7506632586683603,0.7596120722123807,0.8210408666750446,0.578564935924114,0.8109184394430182,0.8378169051966975,0.884993373091056,0.7075534826785135,0.807239163253031,0.46780737026158525,,,0.8083958825423475,0.8508475119724213,0.8054604355485152,,,,0.3295711741346782,0.8090972941524782,,0.7572054925196204,,,,,,0.8507805619272617,,,,0.7211368610899827,0.6982941957624418,0.7527982631831833,0.883702959548247,,,,,,0.5693346197836221,,0.7915287476443199,0.8003788463868761,,0.5671048801801611,0.7822699869999732,0.6792267215491858,0.5228395988475073,0.8836858107439585,0.6478253973005247,0.7840292877771531,0.7614147480433431,,0.7391940604952638,,0.6597838982480683,,0.7994486600130917,,,0.8537532487399352,0.7964282044299515,0.6932497749902495,,,0.7607832553276789,,,,,0.7885136646022367,0.7475000383925866,0.6062449749227856,0.7804039191478196,0.8438362515592729,0.7483256581028388,,0.8283214849004978,0.9039148798448555,,0.7742675154241301,0.6476652085664347,0.7807227736931699,0.7772356274369737,0.853777907553323,0.731561144968575,0.697401215496442,0.7796156494152628,
2011-07-05,0.5554777406525294,0.5736541673144808,0.470635218321796,0.46689396876260725,0.6526048090742113,0.4341346952357635,0.6296207889003553,,0.35084269553567415,,0.6453611776019212,0.3294710125492102,0.370935262187136,0.7126239509199629,0.6319134344324976,0.7067465274054356,0.5581119551892628,0.45732596369326595,0.45759081548531355,0.3761111056115525,,,0.4322970271749078,0.2444037762665297,0.49250045128337383,,,,0.662504245776328,0.4442485165661357,,0.4223184131698425,,,,,,0.21860507046450678,,,,0.5202188894825465,0.5290211159488947,0.27367433715547174,0.31005914256723277,,,,,,0.17488898446861204,,0.4109685876851122,0.3658617241365558,,0.5063799129544367,0.32442391021415934,0.5083631439904698,0.530370189321432,0.4994073633055426,0.3609342864668357,0.47723154341621465,0.4017843943183708,,0.4233146546212657,,0.34963148892640367,,0.34003327774224545,,,0.2921785539610288,0.37248292165923397,0.5499766764518406,,,0.35390389542598716,,,,,0.29021465229403887,0.505990797812364,0.6696743218832473,0.08057689746110432,0.37603063272777004,0.5005138968603634,,0.6845129564446202,0.3427074063851377,,0.5038539015745309,0.425118488575645,0.3543323226507008,0.5020834041514034,0.3914427163440519,0.5642130094737485,0.7159800707185251,0.4799452079547449,
2011-07-06,0.6456170147991125,0.545517760265982,0.5914635732193083,0.46218284156442924,0.5249514658161577,0.5871130315327668,0.2960305829816744,,0.7186900767165968,,0.3681220392534087,0.39878583876180174,0.533164876471986,0.6250083046074983,0.694023864252812,0.43053793934475854,0.4761483282859795,0.45730169555118333,0.6790650703651464,0.6299464121109303,,,0.4345380463182473,0.4497741770414246,0.4021015188598577,,,,0.20901137648799656,0.45937370728974614,,0.42129593118251946,,,,,,0.5522892914390714,,,,0.2302159730923565,0.6293269038428456,0.3740410554916283,0.5859390731371783,,,,,,0.5302001465765723,,0.7163380856439472,0.5413503444943031,,0.5771030436190144,0.3120193935422156,0.3441136214739158,0.7416810879268729,0.6553534241838379,0.500462756804206,0.3987757262128289,0.38067392189284893,,0.4401440571583209,,0.5096303569585785,,0.36915358373399837,,,0.42718206433214173,0.39268693693586876,0.4797960961362135,,,0.5828654483760016,,,,,0.2899150426555314,0.6573501802328621,0.654857592122728,0.6754050104075215,0.4487232661212879,0.39705741273385914,,0.19249333322339263,0.8322520621593724,,0.6598617748620613,0.4318518106142594,0.6208319507755127,0.5214471313218727,0.5249866124379884,0.5639227630165837,0.43199316549047184,0.6865326474351848,
2011-07-07,0.7712906253477736,0.4376593240062468,0.7737036653375006,0.6382115045573514,0.5768827986786681,0.5988152393026435,0.5870433079914144,,0.7740545398942353,,0.7390673969613359,0.7159969306388176,0.7393111847805648,0.8238447732164329,0.3755797225355743,0.6783534958841443,0.5200073270824945,0.6703470656912147,0.6676946208232201,0.7283744568629423,,,0.28386952394822856,0.7893458805418333,0.6504356374717802,,,,0.762276203611531,0.6813474652320561,,0.7561896442966238,,,,,,0.7163106352060594,,,,0.503086189461416,0.6267452845039923,0.6402742637857459,0.6243274807442548,,,,,,0.6750068545268494,,0.8386948923541766,0.7041366876736683,,0.8297625200492906,0.8447084329747853,0.7241914014220421,0.8149659983017885,0.7018556558239262,0.34330865887039064,0.6749571452949299,0.7481722516477415,,0.7437911963054961,,0.73064510013292,,0.6478720177893327,,,0.9179307036053934,0.7550190329170239,0.09111514189723857,,,0.7140925612895996,,,,,0.6987759032451857,0.496333781331305,0.6998799463962238,0.5527291770116831,0.651015594003301,0.6990414573761103,,0.564441996671704,0.9953331750301752,,0.717312636625505,0.7398742286964347,0.8789133558781538,0.7714009749577344,0.6319642928054069,0.589305720023408,0.7837997655969582,0.7878286293776688,
2011-07-08,0.36065880268161066,0.5848520000561757,0.28002507846351676,0.25831350874034326,0.46800965896669017,0.2734259122848075,0.6316714764336451,,0.3662689395311858,,0.27605400654238177,0.2864276961985005,0.25328762664553717,0.4887128172686394,0.4476162209895185,0.3819102503951744,0.24356718579458375,0.7045770935328183,0.4686201215717966,0.23185526966695874,,,0.2739805744644185,0.2604388013273273,0.49958337248980866,,,,0.4689336450985561,0.2663059785228144,,0.4731888972275256,,,,,,0.3903373566867177,,,,0.20277679466840573,0.5060480499422878,0.44627681422466914,0.18236568469580547,,,,,,0.537311070006456,,0.3443557633798657,0.3058883870891963,,0.4340020946222656,0.2782725988179544,0.38588855494433916,0.6215680829852126,0.4918268931612656,0.6677837874706094,0.38216249403091135,0.3477167720813529,,0.24009021183984483,,0.29061767629680285,,0.2907560652912121,,,0.4109349832458957,0.36311113814804374,0.39032311875563463,,,0.34416758335773734,,,,,0.3334176910600902,0.491484473672293,0.3146872806267691,0.36815635587558493,0.4320398669285642,0.358590972613389,,0.45752947376302255,0.2498269225623846,,0.35444600618652844,0.4990220132516464,0.22270314541382086,0.25213018635599793,0.5385230248928029,0.3234836176413913,0.35533520936123625,0.2821204735813857,
2011-07-11,0.21181125097252543,0.2547591158516058,0.1536667276591477,0.23942916746145237,0.2667783893711573,0.615781609132922,0.2185468557294235,,0.1642321180454896,,0.09637395420279929,0.3436001628811063,0.238659479749448,0.224745468259872,0.24591143549798705,0.3311055681252082,0.39468836214122255,0.27129337153627975,0.2804827905421903,0.27891321244437073,,,0.35058737118780686,0.07204222132482124,0.17724954187921596,,,,0.4393375267914138,0.2854745307742924,,0.23508292615443496,,,,,,0.4065958788261315,,,,0.0942713255584761,0.23075227622145036,0.1497525916522598,0.2612871881870282,,,,,,0.13636598284392573,,0.2834266931288698,0.15391642530805338,,0.20780136966749496,0.15298440647935724,0.2685984085710229,0.2721752301622655,0.39503878512849966,0.44470918227061507,0.12359197257232853,0.2026687906934143,,0.3225928599244334,,0.18064326907358455,,0.2682423242650215,,,0.16489215529007006,0.17249292463587107,0.3543431941826909,,,0.20203166939303155,,,,,0.27093568199989987,0.2087006566801896,0.5041572296586053,0.141586570211528,0.33993546083189197,0.2490349600608393,,0.18267662090146336,0.28633327792147484,,0.25679211826251924,0.3662646558001037,0.4178497351855027,0.294629478237417,0.0950934866194163,0.46043402007027073,0.23354062257185654,0.222800500196559,
2011-07-12,0.5024731163305989,0.44207267637194214,0.18045258718601304,0.557396615599283,0.3494316115894233,0.3196925640599352,0.4401462038886118,,0.35188926303146606,,0.2911044692820556,0.2887638400421112,0.29316580928835556,0.4421873603810934,0.32488707025885527,0.3485431343425497,0.2407965008924405,0.42094190025444356,0.3723147815620634,0.38759424060923625,,,0.5727207730701529,0.21370031124023114,0.2328602870385969,,,,0.3536640752698137,0.2287893034560004,,0.3678866813370664,,,,,,0.26955377371281125,,,,0.34333775442576464,0.575872580664896,0.48947964334257665,0.24563262262452487,,,,,,0.6278979914103748,,0.1697063360212811,0.6963085567174272,,0.2745787052049502,0.7088042165691721,0.42214494270552794,0.4018845685773635,0.35818189681742996,0.8427479930637776,0.3457971813099108,0.388986322652057,,0.3291766801250358,,0.2440811381168441,,0.3862908292563755,,,0.660353138739626,0.508554972748118,0.3892696772986315,,,0.2663622896365437,,,,,0.49748131261341355,0.4667857072138186,0.36205934958437686,0.6855617953906844,0.34861619868272226,0.4609859972741829,,0.23019422331346337,0.5486498630903047,,0.3480300426715861,0.462903967716964,0.483260158595921,0.6006377942936286,0.43427936202700756,0.508345239191613,0.44552200899032685,0.30719884776439244,
2011-07-13,0.3545703997845291,0.22166209468497217,0.547551655457819,0.3789195247019804,0.47449019102507495,0.40641768310764026,0.6553116704040781,,0.5455581418793292,,0.7031798885938406,0.3695797920983266,0.627878434158273,0.5847422377813183,0.4616696304884282,0.7575039607929646,0.3769961360674615,0.6730718120764354,0.5256192661510466,0.351810853574681,,,0.36765100113398813,0.35543986173772,0.676086734991654,,,,0.8113324371990972,0.4618006390309859,,0.5756802536213931,,,,,,0.649207755367003,,,,0.6896334186480316,0.5883553354552167,0.5290091172116607,0.6493049729262588,,,,,,0.4111845774877247,,0.47971808319509746,0.3073862245098533,,0.5406580124769568,0.42180355791074897,0.5544506264967002,0.5898230994775973,0.4161481525105713,0.16039452732033455,0.6328377570618742,0.5596180964356874,,0.43962257063239474,,0.5490799689497683,,0.5750726722052037,,,0.3009451033063703,0.616146485362126,0.5061036069551902,,,0.5391065967304092,,,,,0.54849269966471,0.46427577926098157,0.26468324921534786,0.4355490500981638,0.4887687815638082,0.42590731444206753,,0.44791292903700825,0.36587642079096755,,0.6880218837917887,0.6309427455628066,0.432508513346542,0.5736004013423806,0.5037153053690635,0.6670721331840396,0.6157305176988657,0.4949418303531053,
2011-07-14,0.35346262653291294,0.5106910125385925,0.25718526048457213,0.5992035288360384,0.38587329221976263,0.2854347376821411,0.5140675124864523,,0.32100519210603545,,0.3578360947534438,0.24529950742358064,0.5498223146104299,0.37581760529623254,0.5417856880750326,0.5879459433932026,0.7996104788042568,0.7732342230927378,0.29598461158603756,0.39595649805427297,,,0.3827137468348039,0.4003679534609566,0.3636659365789022,,,,0.2749398898787927,0.31205931106244333,,0.41810211936706143,,,,,,0.38823171474889856,,,,0.7437764089156904,0.7158123750601351,0.3969780714626838,0.36941885067544805,,,,,,0.6192470454020552,,0.3068053679892149,0.5639168140800488,,0.23597568977954192,0.3223325202908863,0.47249317847563793,0.35281185177630536,0.5199102447563417,0.3724422002815022,0.4349716338201877,0.41512380548352157,,0.4074035879124382,,0.37463134139159004,,0.46828380936883574,,,0.6371664862940374,0.7617271842054457,0.40357193765161936,,,0.3453391560206824,,,,,0.27788828396914067,0.4617558097043354,0.5276557573916971,0.5935420370596175,0.5575470493471941,0.4400232678048777,,0.39342655562867124,0.48068971643976033,,0.41290203380768137,0.48601072577487325,0.27219174067062457,0.30324297751555734,0.32553229056427085,0.7585066289802997,0.4578796015496665,0.5613805326074932,
2011-07-15,0.6548383608015538,0.45825554167532423,0.5651598945291456,0.3312578372430164,0.38981696162554497,0.9533123306949279,0.40076241140719515,,0.37091114598511865,,0.5756616748200973,0.2532100759740645,0.41976994046686034,0.797613667850494,0.5447680594033574,0.4304345399151365,0.35606022436439233,0.2448361266698445,0.6674508641874688,0.6073869036033539,,,0.6198421453196902,0.5693245193905272,0.712175287611599,,,,0.9862232522554315,0.44340420760173604,,0.41699322883309203,,,,,,0.5651159243640967,,,,0.9273362037199899,0.4217221866781417,0.49984568884218883,0.4873076218525956,,,,,,0.3991817958606776,,0.5615228599883993,0.29099290622792723,,0.5077821028433162,0.6706256099205583,0.49694552009593906,0.7454257290332725,0.6614567886026642,0.44964935351363705,0.3692088792205031,0.458816366553051,,0.4744326743900148,,0.5889712750384315,,0.526985630816877,,,0.6026146378098537,0.41136154402052677,0.38847392400799513,,,0.4990933407626068,,,,,0.5548511530515143,0.21193256417591988,0.22591680718917914,0.22040477198537203,0.5418797399125168,0.36937663164536993,,0.28567341116054046,0.6640053482833479,,0.6861958562909571,0.68338468744552,0.5588431675199131,0.5512480795402079,0.42517747922565535,0.39509303107501387,0.7648254447052151,0.4067018042226136,
