Date,AXP,VZ,BA,KO,BMY,CL,DIS,DOW,DD,FDX,F,GD,GE,HAL,IBM,JNJ,MCD,MRK,MMM,PEP,RTN,SLB,SO,TXN,Date.1,UTX,UIS,RSHCQ,OMX,BDK,KODK,CSC,NSM.2,ATI,ROK,GM,AIG,CI,IP,BAC2,BRK3,AVP,BHI,KHC,WMB,AEP,BAX,HPQ,NSC,ETR,CZR,INTC,HIG,HCA,ORCL,CSCO,BAC,MSFT,PG,CPB,C,WFC,HD,AMGN,HSH,HON,MS,EMC,TWX,EXC,JPM,PFE,MEDI,LEHMQ,AES,EL,USB,A,MO,MDT,GS,ALL,DVMT,CMCSA,TGT,S,CAT,XOM,WMT,WY,XRX,ABT,CVX,UPS
2010-12-01,0.9607813654867737,0.7861336856372556,0.9804272374988698,0.9950892597817297,0.9044648536905878,0.8826094052938714,0.9245078932281977,0.9886014367403237,0.9886517840398446,0.9748621141228271,0.9590587884656432,0.9672386945454029,0.9701604923555053,0.9626079465337244,0.973590437708376,0.9603884925886498,0.9348642846456625,0.9473674719288696,0.9768990554188666,0.9930466692936537,0.9581063428769114,0.9878753180980276,0.9735086839693039,0.9705963472955347,0.6416672276497304,,0.9427503679941065,0.626030120962014,0.963479204170505,,,0.9863391252633391,0.9117954222211695,0.8955882531871766,0.9012776156297431,0.870366923326154,0.9038964000703484,0.984388799680422,0.8787365263032111,,,0.9808068113491232,0.9416622644709721,,0.8990321911764836,0.9938276494164788,0.9029504969051453,0.8882907620512506,0.9660789441870119,0.8349996672050433,,0.9075595658894984,0.9764454019913394,,0.9291943516041797,0.8024682286642586,0.9324850993698522,0.9900855107966114,0.9838394686502594,0.9200229778935898,0.9442867924530964,0.782399013606419,0.9946592117062575,0.9248969201252346,0.9339804909704899,0.9634855065659963,0.886752164688412,0.9053371594263724,0.9617929834692491,0.5376302088913281,0.9058648629535955,0.975525345882126,,0.6267547794270276,0.7108665042713966,0.8749322914124673,0.9215683623653974,0.9562960305076458,0.792656803858782,0.7879935563747038,0.9026472564656731,0.9855494723151708,0.9855494723151708,0.9924903115126469,0.9636202314169044,,0.9799035786771045,0.9772557074605047,0.9262041061705568,0.8433625283440346,0.9570781733893554,0.864085268337248,0.9598478400554131,0.9652651432381139
2010-12-02,0.8687547689710248,0.821802022059254,0.8286784609506072,0.6309475115509208,0.8710690889003939,0.8278368957594147,0.6813480096023659,0.9372939095388108,0.9374190874320544,0.8425938131735462,0.8864304147748079,0.5400051795603189,0.9430690362084846,0.9562465551226557,0.7039427075673297,0.7202003599437738,0.5652362597974484,0.6545158422834261,0.6522947223628687,0.16833592038254816,0.9649406238836766,0.4561470356981238,0.216887503439337,0.7408300004065776,0.6396908646827186,,0.9046540406439639,0.9341344363625769,0.9388187680586881,,,0.6434392295989972,0.9616113337256479,0.9023623033272101,0.758297803930943,0.43327117963633804,0.8250140580713239,0.6249239356463014,0.8172899380986447,,,0.2941013607933439,0.709598997222381,,0.8598234948454477,0.1487673895122424,0.68925700462379,0.8488676752706172,0.9149279611297039,0.7871701994700775,,0.8235304204751184,0.9332061634659373,,0.8534853715600376,0.303515644705479,0.945290745821488,0.9918455982003859,0.6505604412521735,0.18133794461593752,0.962424823020934,0.9940218672692013,0.9968307953620623,0.7341025581653138,0.14169106059227007,0.6614776767568356,0.9555689661322659,0.5971588705424307,0.6929523642689822,0.5838309846767511,0.9724167238476065,0.377952029044598,,0.9354004459730303,0.9723527986835102,0.673594618227536,0.9573925544912537,0.8254851521333688,0.019760801489453583,0.3556504329162812,0.9779168086864419,0.8481099284751835,0.8481099284751835,0.26839322465894494,0.9857379926709636,,0.7832495206829125,0.5039176984064814,0.5191965993349394,0.9144649720942895,0.5282534115308662,0.9088296823024173,0.9623502597542772,0.7581707889424898
2010-12-03,0.3776960769135174,0.5978526787673395,0.38315046713007983,0.17411911452238038,0.5729966326250743,0.6257702598561901,0.7077387014289841,0.5162435015113597,0.5163035569727986,0.37715190803009463,0.5188755120368989,0.30662903978007094,0.6344734364027191,0.7283092756885454,0.49240393662976345,0.4766130151891386,0.7751896509589995,0.5437604842865268,0.6353008515373966,0.4395995979373398,0.05355362826569527,0.924287705325129,0.5275837833855774,0.40902189762853847,0.6376954774862492,,0.6701228418454761,0.9454252068118244,0.558623775156986,,,0.6745956102214828,0.9744175623177278,0.4488496930736636,0.40627901892059004,0.4103925113530307,0.8822711868758444,0.2412092240616871,0.7469964005666853,,,0.6528299344257659,0.6681360880342799,,0.38151315212312537,0.37158331561105895,0.5913056376295625,0.40904583429301833,0.6957707133559246,0.5137780574159307,,0.45171416171912837,0.35979509447136415,,0.9509576659330515,0.2225909192540556,0.7853588433686932,0.6866297354856661,0.4070311225496257,0.4630423104966615,0.6879089094360886,0.7330032811218149,0.5876002156074259,0.4267474050069569,0.6317706069304732,0.6267546782823904,0.5139532730751973,0.5812304631777714,0.6601872647324706,0.8971362088827654,0.6702001251212777,0.4935617207874148,,0.17428576514648916,0.742285711295388,0.33283836852219484,0.4851288520684504,0.34146228426088526,0.4452201019521992,0.7613988131423004,0.457174568153715,0.45589912980200575,0.45589912980200575,0.40812603113232065,0.20043416230010103,,0.6613151388343181,0.2333648641755416,0.3243436308612315,0.6219696205513275,0.6801636802916278,0.2304328280762622,0.5521920015912087,0.4094794189357538
2010-12-06,0.5416346370963858,0.395667586565223,0.43733534027888243,0.12442247916313802,0.4039086321230253,0.31768775876300215,0.41837995856129906,0.5611932047394113,0.5612558461378412,0.07123748274765665,0.2516732810258584,0.4603036878206315,0.2685011079882249,0.27557126022426587,0.27933220335443576,0.17902063184368355,0.3301787747983115,0.36020942362486297,0.3623472139764279,0.16192380268169912,0.30638212065682663,0.5288699095445872,0.38265839337254265,0.5947134658643609,0.9997238512452506,,0.5002229784162061,0.0767078633766142,0.6825596913353327,,,0.33666992616715374,0.3190099473935083,0.38980423145179943,0.5862935391896626,0.45578348802994684,0.4901082249499153,0.16547915905788008,0.5748236798641019,,,0.4271510143032128,0.5743343303720989,,0.6926124156554602,0.2600088563341516,0.22760905728669012,0.33033093227010357,0.3326671432605169,0.05131946516702171,,0.489824373755109,0.47691177851548117,,0.31644257312326884,0.9427067379019897,0.13726411820117196,0.24036929998057094,0.2029154820674181,0.48340975338839465,0.46824379423190177,0.21964330188854134,0.25151687483912605,0.276352658509033,0.8730744484303781,0.25873477240660414,0.37267263188656286,0.22820548242988986,0.8673698748546492,0.1932594225236602,0.6650947598793469,0.6584563413209077,,0.7613591170375967,0.6565163835152623,0.35040962812411164,0.3361947086432951,0.17903501307613723,0.8851148542334744,0.17187853966273936,0.5790048627265421,0.28768995987303225,0.28768995987303225,0.2702810225364209,0.6528311709608787,,0.33433173487566203,0.4830939104824737,0.3240546204320405,0.40763237406589975,0.3998631754069132,0.10446136218177632,0.3778411280837025,0.37222673747529733
2010-12-07,0.29696020590937033,0.47818819475657703,0.23892130247868848,0.5907369527066768,0.33357332665278666,0.7794316046745013,0.2327845946162968,0.6132642947274333,0.613339734757141,0.23962692617914472,0.3333561407653731,0.9140594790903545,0.9163707944756199,0.22804647304090825,0.14366996739555984,0.6519608187922803,0.9000115984294556,0.5999824696610909,0.007365178565868945,0.42284601367580343,0.4765790386808639,0.08800034451192155,0.17048074738754085,0.872508124363028,0.6295185911335798,,0.6319427413597272,0.39177150925053517,0.3316831133124507,,,0.38709866064062975,0.49340102705660427,0.22746592354583683,0.7450383664023372,0.6601433057027819,0.739532330705404,0.11666695585826202,0.681847645784227,,,0.4508665101232818,0.014102959518536984,,0.09131994622664949,0.10601436551520138,0.412099672478872,0.09395937748320464,0.5227869131524837,0.0707349950287402,,0.2646785714277867,0.5786336811421294,,0.7438706396871793,0.4279375960820597,0.380125091297916,0.5394415800536541,0.5307241279423014,0.18044676491391087,0.9845188417027535,0.24203112281615763,0.7022560928730385,0.3128240196581269,0.8788921200958262,0.6268228820603038,0.6123223646327235,0.2740380934343072,0.5453768603121407,0.158369720856774,0.09055596775352742,0.3065038312324715,,0.6267547794270276,0.30737672092544976,0.3865666695928103,0.1616472271005643,0.7943570868100921,0.4210882972729394,0.6900152405079202,0.27377719450369464,0.7838996614877859,0.7838996614877859,0.7084222793749445,0.456062871680931,,0.7725374881301523,0.5039468803014169,0.9221021954919505,0.5944767960014464,0.6797619426216732,0.4107812647021433,0.9034113482885863,0.45633136909986755
2010-12-08,0.9156110736067243,0.44233960220657476,0.06646928222912392,0.6721954393510186,0.5730458643521003,0.8029463412755171,0.1464407301049886,0.2503494899089072,0.2503171677809032,0.5163480768414919,0.6998231909641919,0.28791855594170934,0.4417900253322521,0.36080210548200115,0.76081853717554,0.6826447281699792,0.02891618846880305,0.47132607104611063,0.6725918843571583,0.42281408071082033,0.08077807632424805,0.45937973767428564,0.07751685477892946,0.7928462124796994,0.6274242297945312,,0.732649856188178,0.3780085488867624,0.15672054394698734,,,0.5702486408283223,0.599749960782336,0.1872985428952233,0.22460589382587984,0.33770649383776496,0.059209492996914775,0.3559414334028545,0.29348444256396644,,,0.403300250091284,0.5343955539368282,,0.4285869545793417,0.12865006920421057,0.7262570642489601,0.8191965338196989,0.09450716828437125,0.05871648759329969,,0.8423697201170967,0.9461437471173094,,0.6030081584796633,0.4224724475066826,0.9560817594004112,0.8986846525595141,0.8502481361901055,0.4024593047604642,0.6132383591896107,0.9719475785045366,0.8982338963701346,0.6232407171972353,0.1937185074007136,0.39792272507962756,0.9710377294718425,0.6831227754092382,0.66554311715707,0.6285465528061005,0.9515979278453378,0.2831784664773141,,0.8011856097474689,0.26629538256161345,0.035742293973023184,0.9892741410816014,0.584417168974383,0.9564922021912529,0.8616303163792609,0.9844512334200048,0.4946781903715245,0.4946781903715245,0.4233596760079568,0.600465988163162,,0.18746672994160482,0.664213151276607,0.18775295380165888,0.03307886771128872,0.6789633248867788,0.29188043968223804,0.276404086322503,0.6978068569438827
2010-12-09,0.5841359172944962,0.9170464756383423,0.16228593970060298,0.7994281093243998,0.44091331150863694,0.18022459067981636,0.6328894043303708,0.7390430157847901,0.7391740730420535,0.8559892305293931,0.6051126036493942,0.6757222048118203,0.6102903704668019,0.5723755735143989,0.20123949431379992,0.16235023471903226,0.050317228581422596,0.7761490979415644,0.15454027097029616,0.5426011218484867,0.12057230011063344,0.5989365705331889,0.9187448669364421,0.4322964868041754,0.6253092763136685,,0.26035753847536136,0.6110979532138757,0.5172227292304856,,,0.17520164893164852,0.8779635091662248,0.8525299426802497,0.6699770557355049,0.09616253491084858,0.9965177068464663,0.8792555737571109,0.58343333899079,,,0.5957398232561121,0.6521170981679048,,0.8584513111044093,0.8137540664064837,0.6621956581720385,0.3757432754939586,0.7197364700193438,0.7398349885110248,,0.4519739950159972,0.6573598690564446,,0.43207007063354236,0.9384606519050616,0.9910181375155473,0.2771298560406098,0.6767012653107387,0.9857120557023685,0.7762156195922696,0.9346401512288681,0.7770286443003048,0.6010738071680355,0.8856142324597296,0.4189026995980377,0.7220424622289403,0.4720302862986295,0.408109449551735,0.4554787730617934,0.812426127614256,0.517974054330852,,0.39013508121718915,0.44300324139599967,0.4600810720404692,0.9749309347314499,0.7314047782963076,0.8184342705286333,0.8576793681730885,0.5705491591383465,0.507690916894625,0.507690916894625,0.5141332813047929,0.7615629505166661,,0.41125585452659097,0.5032205624655496,0.30441128986069577,0.8625899120289523,0.7513748420878288,0.8008253399185006,0.6097425069805078,0.9367502546835905
2010-12-10,0.757537324866096,0.8681945504268876,0.20049087042635594,0.3119534405832283,0.6948175216130681,0.49206085477716455,0.36515069325987226,0.5139922165915937,0.5139940583109629,0.41373494486187695,0.4318028897671502,0.7896840543767047,0.9808296481165749,0.3153740967601598,0.6174138435781584,0.3487997091810042,0.43635925862557084,0.8174831539107612,0.5161309182374414,0.6177814395383103,0.26188057545074456,0.586187088232264,0.2695717757111614,0.012435407223709548,0.6231734541005047,,0.6620473637061728,0.9258704349636334,0.6301283679690752,,,0.468534190025234,0.011430276758381545,0.4642066236294929,0.8266022221423073,0.5651878449496759,0.9071559925269063,0.45331105421690426,0.5926455621112932,,,0.43895699758837,0.4073768419794467,,0.513365624218085,0.7939571127755654,0.7851911906686496,0.5448635385684615,0.5770822306550513,0.815650071257517,,0.6543163985352942,0.8055553012007826,,0.9382509547330317,0.5091825008035497,0.7348610823719618,0.8284308736204078,0.7509126314206868,0.4429013149732828,0.8956245585603596,0.6680936923327057,0.5300504707914921,0.8209960456618548,0.7789458201371731,0.8350186653110129,0.720305783217644,0.6263257920768039,0.8253442802919404,0.8622915772461573,0.8400088948919883,0.919347341015652,,0.7822023643285118,0.540221609583311,0.44142862219655843,0.962389492508168,0.5507243352329388,0.8965705023385778,0.9449848075551124,0.8616658502633177,0.8800429287572237,0.8800429287572237,0.9309081575225605,0.23472628049984068,,0.4889048837310739,0.5237859057181203,0.39601135207573185,0.5146843018163254,0.4636210286158655,0.8550883609180163,0.5418982843955619,0.34481843542186785
2010-12-13,0.5316253238091123,0.48739821804022876,0.22995186074898355,0.630942801798697,0.8053001607210168,0.958151312341331,0.8672058961167344,0.4160934018140125,0.4160598788100636,0.5857673353256496,0.1438364210310548,0.34053007843379124,0.24503208958127368,0.8682507014731612,0.2359804161664112,0.4638614108790565,0.17200046553607334,0.9112609091893568,0.8583488054476486,0.8831858256431913,0.38856474898199256,0.7494328450859493,0.600725882919298,0.23743275594217406,0.9997237654790277,,0.2960975639894094,0.33148751026155954,0.16218890710526473,,,0.22580692990157253,0.11039074655258158,0.6336565588791506,0.6539741252063727,0.5020479825220311,0.3710022719289677,0.32207546551848854,0.2691438372258666,,,0.5236824315401183,0.8485534670798058,,0.6406591647144099,0.7538525652868138,0.5236364038898527,0.0494338796895252,0.19075524001746588,0.6858271411245815,,0.0495219212454895,0.3025531314186395,,0.8443282571385751,0.2728746088877237,0.11125409774188418,0.3502672271085304,0.4273568147629927,0.5439226212355245,0.731686582491058,0.4381196597498405,0.6345035606760066,0.6681272568113953,0.2109276583346142,0.45448853093991654,0.47012388879611255,0.7540437702770182,0.26803162988687473,0.9609468185188369,0.4986045908714487,0.8175031217427644,,0.17416790577647728,0.44300324139599967,0.6011426199528659,0.18424681932578418,0.2728172560082569,0.20486742821054568,0.5797307107197359,0.7119993103203557,0.5827571410113936,0.5827571410113936,0.4386373626172212,0.4394653552273478,,0.8785814602935107,0.5235336124850105,0.3851846826702069,0.5937944704286819,0.26613493886632283,0.3109377001207432,0.8955984533973711,0.36638928905103124
2010-12-14,0.33278035417166796,0.9020405235348444,0.7764564201478001,0.030012386779256137,0.8731889807214863,0.9759910216358171,0.5694873390883685,0.3902395467355514,0.3902286051218211,0.16145646284160106,0.3966317619022968,0.7501814460291807,0.5643978641869358,0.4042778728427059,0.8778500374704596,0.9632709653748187,0.48326584535073147,0.8940663045379506,0.6941450992915938,0.5159184019279721,0.6059971170506332,0.19545504137149522,0.38236908834576006,0.672167382777376,0.6144158107685892,,0.4311595320508175,0.05839930997418342,0.0619118095962795,,,0.9876822843974729,0.6591311396757318,0.2693843309317618,0.670362344181103,0.5806346302842743,0.98478257344272,0.19835873291238587,0.28502827225741695,,,0.43894110764951266,0.47305421336756204,,0.2027102075835628,0.7319419751017067,0.9799382972046137,0.381747735122436,0.5233375052372125,0.5144137592900273,,0.4138930172475247,0.5177577692888463,,0.5019166188681498,0.42325672107493845,0.2691595900261229,0.9038720086661517,0.7718673314019552,0.8319575989028737,0.04143352912399854,0.1706423598782267,0.6335981567576185,0.9977531611601321,0.9454974276468069,0.782824364094431,0.1997750156350903,0.6647856871113114,0.26733392680872387,0.6340629157451209,0.08128426192304913,0.22523594824039087,,0.9354004459730303,0.2657930991672429,0.4415198620296665,0.20713910040023528,0.9687989108811811,0.5388061309677901,0.43706121749539206,0.12956919466369232,0.3462939661033453,0.3462939661033453,0.9786408001858113,0.7679037598148133,,0.5531325273906014,0.29078483180723647,0.7189096940649577,0.43371007020345176,0.43159537783756713,0.8935683668029977,0.3529066014392084,0.33051215632025144
